id,lon,lat,dir,speed,lasttime,rid,rnum,rtype,low_floor,wifi
866795037592399,152883710.5,82274990,37,14,17.03.2025 10:29:53,77,26,А,1,0
5867,153048562,82150614,158,11,17.03.2025 10:29:00,12,6,Тр,0,0
828,152972506,82179465.2,313,17,17.03.2025 10:30:29,1,1,Тр,0,0
863051063274152,152996461,82190031.6,251,0,17.03.2025 10:30:02,213,67,А,1,0
861694033745900,153016301.5,82166489.2,335,43,17.03.2025 10:30:17,344,2,А,0,0
868204004621818,153011524,82182218.8,308,5,17.03.2025 10:30:28,212,67,А,1,0
821,153053518,82191025.2,267,14,17.03.2025 10:30:31,8,4,Тр,0,0
312,153000119.5,82194785.2,294,0,17.03.2025 10:30:26,5,3,Т,1,0
558,153014917,82180532.4,26,6,17.03.2025 10:29:53,11,4а,Тр,0,0
409,153021017.5,82158065.2,344,21,17.03.2025 10:29:49,12,7,Т,0,0
294,153012091,82177756.4,215,0,17.03.2025 10:30:01,8,4,Тр,0,0
825,153008474.5,82174538.8,36,15,17.03.2025 10:30:05,5,3,Тр,0,0
5315,152961644.5,82121346.8,138,3,17.03.2025 10:30:26,20,1,Т,1,0
866854053037589,152999021.5,82193740.4,21,4,17.03.2025 10:29:59,354,52,А,0,0
6906,152948633.5,82164010.8,342,13,17.03.2025 10:30:19,2,1,Тр,0,0
863051063100076,152914094.5,82247482.8,4,19,17.03.2025 10:29:56,240,37,А,1,0
5328,153014162.5,82067361.2,79,12,17.03.2025 10:29:54,14,10к,Т,1,0
863051062953301,152890978,82281351.6,319,0,17.03.2025 10:29:30,82,28р,А,1,0
868204006885445,153020179,82075634.8,197,35,17.03.2025 10:30:37,343,2,А,0,0
868184066406607,152959172.5,82120785.2,55,0,17.03.2025 10:30:08,212,67,А,1,0
868184067963028,152930494,82185354.8,229,17,17.03.2025 10:29:58,217,42,А,1,0
866192039549751,153022916.5,82154660.4,160,0,17.03.2025 10:30:15,343,2,А,0,0
868184066492813,153015443.5,82230721.2,2,22,17.03.2025 10:30:18,62,8,А,1,0
877,153048368.5,82148294,431,13,17.03.2025 10:30:26,7,5,Тр,0,0
863051062756514,152881396,82295694,94,0,17.03.2025 10:30:17,81,28р,А,1,0
862531042815812,153016073.5,82068673.2,30,26,17.03.2025 10:30:26,220,55,А,1,0
868184060830430,153066373,82169966,269,0,17.03.2025 10:29:13,218,43,А,1,0
863051063288715,152888506,82251108.4,75,56,17.03.2025 10:30:18,241,37,А,1,0
869286035172720,153003143.5,82159839.6,433,0,17.03.2025 10:30:33,343,2,А,0,0
866854056351029,152842316.5,82275578.8,319,17,17.03.2025 10:30:42,68,13,А,1,0
866795036976205,152764325.5,82341038,327,0,17.03.2025 10:30:38,304,62,А,1,0
863051061664628,152792363.5,82260842.8,55,25,17.03.2025 10:30:01,424,36к,А,0,0
866795038359764,153020548,82076119.6,357,12,17.03.2025 10:30:36,344,2,А,0,0
863051063282734,152936182,82125076.4,328,6,17.03.2025 10:30:08,213,67,А,1,0
3207,153020570.5,82185012.4,111,9,17.03.2025 10:30:28,9,4,Тр,0,0
6903,153039269.5,82168697.2,172,0,17.03.2025 10:30:16,4,2,Тр,0,0
863051063099997,152980376.5,82185199.6,124,6,17.03.2025 10:30:01,82,28р,А,1,0
866854051104456,152957296,82127206,173,0,17.03.2025 10:29:45,37,18,А,1,0
868184060877712,152909929,82264676.4,135,47,17.03.2025 10:30:29,223,31,А,1,0
863051060846374,152914141,82129822,22,30,17.03.2025 10:30:22,212,67,А,1,0
866854056290581,153065569,82257882.8,78,51,17.03.2025 10:30:00,62,8,А,1,0
863051064957516,153010084,82213031.6,77,21,17.03.2025 10:30:35,73,15,А,1,0
863051062861397,152992741,82175946.8,215,15,17.03.2025 10:30:44,63,8,А,1,0
866795039944226,152980073.5,82185002.8,217,6,17.03.2025 10:30:28,27,14,А,1,0
866795035207008,153068635,82121810.8,37,61,17.03.2025 10:29:32,344,2,А,0,0
868184060812123,152913511,82248018.8,165,24,17.03.2025 10:30:33,81,28р,А,1,0
863051063122443,152976566.5,82184330.8,261,0,17.03.2025 10:30:13,82,28р,А,1,0
781,152946814,82147793.2,161,27,17.03.2025 10:30:12,1,1,Тр,0,0
863051062944904,152934830.5,82137142,314,15,17.03.2025 10:30:28,237,54,А,1,0
861694037403860,153064172.5,82131057.2,112,2,17.03.2025 10:30:15,343,2,А,0,0
863051062756423,152891413,82280746.8,135,0,17.03.2025 10:30:23,81,28р,А,1,0
5846,153006265,82172366,166,0,17.03.2025 10:28:06,10,4а,Тр,0,0
863051063140841,153017708.5,82093734,305,41,17.03.2025 10:30:16,210,40,А,1,0
863051062856116,152993230,82097842.8,245,11,17.03.2025 10:30:07,36,18,А,1,0
866854056324109,152996950,82170377.2,42,12,17.03.2025 10:29:52,81,28р,А,1,0
863051062952956,152775896.5,82296895.6,204,0,17.03.2025 10:29:57,240,37,А,1,0
3446,152923834,82139431.6,402,30,17.03.2025 10:30:30,12,7,Т,0,0
6952,153075181,82169820.4,282,5,17.03.2025 10:28:11,2,4,Т,1,0
862531044641067,153004880.5,82150284.4,83,54,17.03.2025 10:30:26,64,11,А,1,0
863051062931554,152898656.5,82310170.8,68,6,17.03.2025 10:30:00,82,28р,А,1,0
863051062817878,153003758.5,82098703.6,86,0,17.03.2025 10:30:24,221,55,А,1,0
861292058748576,153024221.5,82165810.8,263,8,17.03.2025 10:29:51,123,90,А,0,0
868204004622949,152959721.5,82240127.6,88,0,17.03.2025 10:30:30,300,25,А,1,0
868204003091252,152959688.5,82121262,123,18,17.03.2025 10:30:23,203,74,А,0,0
868204004612536,152995027,82171713.2,174,10,17.03.2025 10:30:10,73,15,А,1,0
860803064292812,153055370.5,82134578.8,294,3,17.03.2025 10:30:04,344,2,А,0,0
863051062824783,152917070.5,82223294,174,22,17.03.2025 10:30:07,225,33,А,1,0
866795038334312,153010639,82178058.8,118,0,17.03.2025 10:23:17,350,35,А,1,0
863051064875411,152883149.5,82136905.2,168,30,17.03.2025 10:30:22,63,8,А,1,0
863051063298433,152991229,82175559.6,321,22,17.03.2025 10:30:16,226,39,А,1,0
866854051051319,152930506,82185122.8,191,14,17.03.2025 10:29:46,63,8,А,1,0
752,153091387,82192074.8,264,11,17.03.2025 10:30:23,8,4,Тр,0,0
2583,153199762,82103188.4,106,0,17.03.2025 10:29:56,415,777,Т,1,0
6971,153101572,82118198,351,0,17.03.2025 10:30:21,19,1,Т,1,0
863051063309396,152914864,82241719.6,352,47,17.03.2025 10:30:21,220,55,А,1,0
866854056536835,152775518.5,82297322.8,224,12,17.03.2025 10:30:40,221,55,А,0,0
868184060802439,152985784,82180135.6,359,15,17.03.2025 10:30:34,302,29,А,1,0
866854056290490,152876348.5,82125167.6,47,0,17.03.2025 10:28:12,37,18,А,1,0
2719,152949022,82181234.8,369,13,17.03.2025 10:30:03,2,1,Тр,0,0
868184060806729,152932348,82180263.6,89,7,17.03.2025 10:30:22,37,18,А,1,0
866795037699301,152914117,82162282.8,170,7,17.03.2025 10:30:21,36,18,А,1,0
866854052990614,152999708.5,82187722.8,112,16,17.03.2025 10:29:50,62,8,А,1,0
281003095,152941429,82191754.8,242,14,17.03.2025 10:30:38,214,6,А,0,0
412,152993311,82187790,201,7,17.03.2025 10:30:21,5,3,Т,0,0
868184060876250,152983175.5,82178310,177,0,17.03.2025 10:30:44,212,67,А,1,0
1870,153062341,82131766,127,0,17.03.2025 10:27:18,9,8,Т,1,0
866854056320800,152854363,82266903.6,314,2,17.03.2025 10:30:36,240,37,А,1,0
866795035236932,152974256.5,82183914.8,173,6,17.03.2025 10:30:06,123,90,А,0,0
862531047757985,153034643.5,82224167.6,215,11,17.03.2025 10:30:15,212,67,А,1,0
866854056402111,152954938,82137942,341,51,17.03.2025 10:30:08,220,55,А,1,0
863051064753295,152947969,82158878,342,34,17.03.2025 10:30:00,212,67,А,1,0
6972,153045632.5,82102462,217,44,17.03.2025 10:30:17,9,8,Т,1,0
168,153024221.5,82185342,215,14,17.03.2025 10:28:58,8,4,Тр,0,0
866854050991069,152937601,82179818.8,350,11,17.03.2025 10:29:03,36,18,А,1,0
868204003036695,153014273.5,82080682.8,23,20,17.03.2025 10:29:32,343,2,А,0,0
427,152983732,82101278,318,35,17.03.2025 10:29:50,19,1,Т,0,0
749,152995988.5,82166018.8,227,15,17.03.2025 10:29:50,1,1,Тр,0,0
866854056308755,152917036,82225284.4,353,23,17.03.2025 10:29:47,236,54,А,1,0
860803061753832,153033754,82092465.2,228,7,17.03.2025 10:29:58,343,2,А,0,0
417,152936891.5,82135463.6,128,0,17.03.2025 10:29:41,12,7,Т,0,0
6973,152986226.5,82170260.4,331,29,17.03.2025 10:30:04,10,8,Т,1,0
863051063309339,152937635.5,82179914.8,336,0,17.03.2025 10:30:32,49,57,А,1,0
866854055283231,152921980,82178823.6,87,20,17.03.2025 10:30:33,62,8,А,1,0
866795039905144,152804620,82266036.4,156,19,17.03.2025 10:30:33,353,36,А,1,0
868184060824904,152867597.5,82204452.4,88,9,17.03.2025 10:29:47,408,51,А,0,0
863051062856280,152742319,82301431.6,415,60,17.03.2025 10:30:20,225,33,А,1,0
868184060918441,153023213.5,82175746.8,57,5,17.03.2025 10:30:07,419,44,А,0,0
866854050924573,152935060,82196902,166,10,17.03.2025 10:29:53,81,28р,А,1,0
863051062942205,153045610,82253908.4,247,48,17.03.2025 10:30:24,207,32,А,1,0
868204004611942,152997041.5,82190530.8,207,0,17.03.2025 10:30:15,63,8,А,1,0
869132073940075,153063475,82131234.8,126,8,17.03.2025 10:30:22,209,34,А,1,0
2535,152983228,82173374,75,7,17.03.2025 10:29:53,2,1,Тр,0,0
863051063176134,152998723,82171682.8,326,17,17.03.2025 10:30:01,215,6,А,1,0
415,153009836.5,82161081.2,69,20,17.03.2025 10:29:50,1,4,Т,0,0
6969,152993002,82164054,329,3,17.03.2025 10:30:29,2,4,Т,1,0
711,152976145,82106308.4,135,0,17.03.2025 10:30:12,17,6,Т,1,0
866854055283116,152988931,82166990,417,18,17.03.2025 10:30:33,241,37,А,1,0
832,153049706.5,82148623.6,250,7,17.03.2025 10:30:34,12,6,Тр,0,0
866854056410494,152976536.5,82184359.6,439,25,17.03.2025 10:30:31,81,28р,А,1,0
6955,152919508,82146444.4,274,12,17.03.2025 10:29:43,3,7к,Т,1,0
713,153066232,82130484.4,120,18,17.03.2025 10:28:57,15,10,Т,0,0
681,153014059,82095334,306,35,17.03.2025 10:30:11,11,7,Т,0,0
1798,153019873,82178762.8,306,23,17.03.2025 10:30:32,1,1,Тр,0,0
6904,153034510,82145095.6,71,0,17.03.2025 10:25:54,1,1,Тр,0,0
2600,152990209,82165164.4,135,0,17.03.2025 10:29:56,415,777,Т,1,0
6905,153008600.5,82174666.8,34,16,17.03.2025 10:30:23,9,4,Тр,0,0
866795038357313,152913950.5,82247322.8,351,19,17.03.2025 10:30:08,240,37,А,0,0
862531047681904,152825575,82285318,210,21,17.03.2025 10:30:11,227,39,А,0,0
866854055301900,153096548.5,82169094,359,0,17.03.2025 10:30:09,216,42,А,1,0
2305,153044053,82159639.6,341,8,17.03.2025 10:30:31,1,1,Тр,0,0
863051062822613,152931289,82185426.8,258,28,17.03.2025 10:30:40,237,54,А,1,0
863051063130164,152973374.5,82183444.4,270,2,17.03.2025 10:30:00,224,33,А,1,0
866854056531653,152938138,82188369.2,186,5,17.03.2025 10:30:21,241,37,А,1,0
2614,152996206,82162204.4,314,0,17.03.2025 10:30:11,395,5,Т,1,0
388,153067124.5,82129916.4,141,0,17.03.2025 10:30:00,11,7,Т,0,0
863051062711097,152960366.5,82240319.6,183,40,17.03.2025 10:30:29,215,6,А,1,0
863051062812077,152945005,82164620.4,342,33,17.03.2025 10:30:21,236,54,А,1,0
863051062756712,152825518,82283175.6,107,22,17.03.2025 10:30:42,217,42,А,1,0
863051064818254,152973493,82183439.6,226,0,17.03.2025 10:30:54,213,67,А,1,0
866795039906241,152974760.5,82184212.4,251,7,17.03.2025 10:30:05,27,14,А,1,0
819,153047795.5,82157119.6,246,3,17.03.2025 10:30:27,3,2,Тр,0,0
866795039969215,153018830.5,82162386.8,30,3,17.03.2025 10:30:25,208,34,А,1,0
866795037521588,152995909,82188705.2,76,5,17.03.2025 10:30:13,62,8,А,1,0
751,153047326,82153396.4,161,0,17.03.2025 10:30:16,5,3,Тр,0,0
1809,153049501,82190830,95,10,17.03.2025 10:29:49,9,4,Тр,0,0
1668,153020570.5,82158542,315,3,17.03.2025 10:30:16,6,3,Т,0,0
5326,152867632,82141103.6,186,4,17.03.2025 10:30:45,15,10,Т,1,0
862531042130907,153166493.5,82217905.2,219,34,17.03.2025 10:30:30,419,44,А,0,0
863051062943633,152819348.5,82284682.8,288,3,17.03.2025 10:30:00,240,37,А,1,0
866795037592399,152883710.5,82274990,37,14,17.03.2025 10:29:53,77,26,А,1,0
5867,153048562,82150614,158,11,17.03.2025 10:29:00,12,6,Тр,0,0
828,152971361.5,82179964.4,319,9,17.03.2025 10:30:44,1,1,Тр,0,0
863051063274152,152996458,82190030,251,0,17.03.2025 10:30:02,213,67,А,1,0
861694033745900,153016301.5,82166489.2,335,43,17.03.2025 10:30:17,344,2,А,0,0
868204004621818,153011518,82182217.2,49,5,17.03.2025 10:30:28,212,67,А,1,0
821,153053518,82191025.2,265,14,17.03.2025 10:30:31,8,4,Тр,0,0
312,153000451,82195022,22,5,17.03.2025 10:30:33,5,3,Т,1,0
558,153014917,82180532.4,26,6,17.03.2025 10:29:53,11,4а,Тр,0,0
409,153021017.5,82158065.2,344,21,17.03.2025 10:29:49,12,7,Т,0,0
294,153012091,82177756.4,215,0,17.03.2025 10:30:01,8,4,Тр,0,0
825,153008783.5,82174850.8,28,13,17.03.2025 10:30:11,5,3,Тр,0,0
5315,152961644.5,82121346.8,144,3,17.03.2025 10:30:26,20,1,Т,1,0
866854053037589,152999021.5,82193740.4,21,4,17.03.2025 10:29:59,354,52,А,0,0
6906,152948483.5,82164297.2,343,0,17.03.2025 10:30:41,2,1,Тр,0,0
863051063100076,152914106.5,82247546.8,16,0,17.03.2025 10:30:23,240,37,А,1,0
5328,153015455.5,82068033.2,41,10,17.03.2025 10:30:31,14,10к,Т,1,0
863051062953301,152890978,82281351.6,319,0,17.03.2025 10:29:30,82,28р,А,1,0
868204006885445,153019696,82074622,0,10,17.03.2025 10:30:47,343,2,А,0,0
868184066406607,152959168,82120786.8,55,3,17.03.2025 10:30:10,212,67,А,1,0
868184067963028,152930408.5,82184938.8,169,21,17.03.2025 10:30:03,217,42,А,1,0
866192039549751,153022916.5,82154660.4,160,0,17.03.2025 10:30:15,343,2,А,0,0
868184066492813,153015443.5,82230721.2,2,22,17.03.2025 10:30:18,62,8,А,1,0
877,153048368.5,82148294,53,13,17.03.2025 10:30:26,7,5,Тр,0,0
863051062756514,152881399,82295694,94,0,17.03.2025 10:30:17,81,28р,А,1,0
862531042815812,153018223,82071658.8,379,43,17.03.2025 10:30:47,220,55,А,1,0
868184060830430,153066373,82169966,269,0,17.03.2025 10:30:51,218,43,А,1,0
863051063288715,152888506,82251108.4,75,56,17.03.2025 10:30:18,241,37,А,1,0
869286035172720,153003140.5,82159841.2,88,0,17.03.2025 10:30:33,343,2,А,0,0
866854056351029,152842318,82275577.2,316,17,17.03.2025 10:30:42,68,13,А,1,0
866795036976205,152764325.5,82341036.4,327,0,17.03.2025 10:30:38,304,62,А,1,0
863051061664628,152797243,82262790,415,25,17.03.2025 10:30:50,424,36к,А,0,0
866795038359764,153020548,82076119.6,6,12,17.03.2025 10:30:36,344,2,А,0,0
863051063282734,152936182,82125076.4,328,6,17.03.2025 10:30:08,213,67,А,1,0
3207,153020570.5,82185012.4,111,9,17.03.2025 10:30:28,9,4,Тр,0,0
6903,153039269.5,82168697.2,172,0,17.03.2025 10:30:41,4,2,Тр,0,0
863051063099997,152980376.5,82185199.6,124,6,17.03.2025 10:30:01,82,28р,А,1,0
866854051104456,152957296,82127206,173,0,17.03.2025 10:29:45,37,18,А,1,0
868184060877712,152909929,82264676.4,135,47,17.03.2025 10:30:29,223,31,А,1,0
863051060846374,152914141,82129818.8,22,30,17.03.2025 10:30:22,212,67,А,1,0
866854056290581,153073796.5,82259522.8,423,47,17.03.2025 10:30:37,62,8,А,1,0
863051064957516,153011026,82213078,80,0,17.03.2025 10:30:45,73,15,А,1,0
863051062861397,152992741,82175946.8,216,15,17.03.2025 10:30:44,63,8,А,1,0
866795039944226,152980070.5,82185001.2,217,6,17.03.2025 10:30:28,27,14,А,1,0
866795035207008,153068635,82121810.8,37,61,17.03.2025 10:29:32,344,2,А,0,0
868184060812123,152913511,82248018.8,165,24,17.03.2025 10:30:33,81,28р,А,1,0
863051063122443,152976568,82184329.2,261,0,17.03.2025 10:30:13,82,28р,А,1,0
781,152948369.5,82144930.8,158,18,17.03.2025 10:30:43,2,1,Тр,0,0
863051062944904,152934830.5,82137142,352,15,17.03.2025 10:30:28,237,54,А,1,0
861694037403860,153064172.5,82131057.2,112,2,17.03.2025 10:30:15,343,2,А,0,0
863051062756423,152891423.5,82280734,135,6,17.03.2025 10:30:51,81,28р,А,1,0
5846,153006265,82172366,166,0,17.03.2025 10:28:06,10,4а,Тр,0,0
863051063140841,153017710,82093734,305,41,17.03.2025 10:30:16,210,40,А,1,0
863051062856116,152993230,82097842.8,245,11,17.03.2025 10:30:07,36,18,А,1,0
866854056324109,153004363,82175942,39,33,17.03.2025 10:30:49,82,28р,А,1,0
863051062952956,152774135.5,82294535.6,206,31,17.03.2025 10:30:39,240,37,А,1,0
3446,152923834,82139431.6,41,30,17.03.2025 10:30:30,12,7,Т,0,0
6952,153075181,82169820.4,282,5,17.03.2025 10:28:11,2,4,Т,1,0
862531044641067,153004880.5,82150284.4,83,54,17.03.2025 10:30:26,64,11,А,1,0
863051062931554,152898656.5,82310170.8,68,6,17.03.2025 10:30:00,82,28р,А,1,0
863051062817878,153003763,82098703.6,86,0,17.03.2025 10:30:29,221,55,А,1,0
861292058748576,153024221.5,82165810.8,263,8,17.03.2025 10:29:51,123,90,А,0,0
868204004622949,152959721.5,82240127.6,88,0,17.03.2025 10:30:30,300,25,А,1,0
868204003091252,152959688.5,82121262,123,18,17.03.2025 10:30:23,203,74,А,0,0
868204004612536,152995312,82171220.4,173,0,17.03.2025 10:30:40,73,15,А,1,0
860803064292812,153050876.5,82136230,299,26,17.03.2025 10:30:41,344,2,А,0,0
863051062824783,152917643.5,82220714.8,159,53,17.03.2025 10:30:27,225,33,А,1,0
866795038334312,153010640.5,82178046,84,3,17.03.2025 10:30:20,350,35,А,1,0
863051064875411,152884024,82132927.6,172,18,17.03.2025 10:30:53,63,8,А,1,0
863051063298433,152991227.5,82175558,321,22,17.03.2025 10:30:16,226,39,А,1,0
866854051051319,152930506,82185122.8,191,14,17.03.2025 10:29:46,63,8,А,1,0
752,153090814,82192031.6,258,19,17.03.2025 10:30:45,8,4,Тр,0,0
2583,153199762,82103188.4,106,0,17.03.2025 10:29:56,415,777,Т,1,0
6971,153101572,82118198,351,0,17.03.2025 10:30:21,19,1,Т,1,0
863051063309396,152914861,82241721.2,354,47,17.03.2025 10:30:21,220,55,А,1,0
866854056536835,152775518.5,82297322.8,224,12,17.03.2025 10:30:40,221,55,А,0,0
868184060802439,152985781,82180135.6,342,15,17.03.2025 10:30:34,302,29,А,1,0
866854056290490,152876348.5,82125167.6,47,0,17.03.2025 10:28:12,37,18,А,1,0
2719,152949101.5,82182082.8,448,18,17.03.2025 10:30:41,2,1,Тр,0,0
868184060806729,152932565.5,82180026.8,162,15,17.03.2025 10:30:30,37,18,А,1,0
866795037699301,152914117,82162282.8,170,7,17.03.2025 10:30:21,36,18,А,1,0
866854052990614,152999708.5,82187722.8,112,16,17.03.2025 10:29:50,62,8,А,1,0
281003095,152941103.5,82191721.2,352,9,17.03.2025 10:30:41,214,6,А,0,0
412,152993311,82187790,201,7,17.03.2025 10:30:21,5,3,Т,0,0
868184060876250,152983171,82178311.6,183,0,17.03.2025 10:30:44,212,67,А,1,0
1870,153062341,82131766,127,0,17.03.2025 10:27:18,9,8,Т,1,0
866854056320800,152854367.5,82266903.6,314,2,17.03.2025 10:30:36,240,37,А,1,0
866795035236932,152974256.5,82183914.8,173,6,17.03.2025 10:30:06,123,90,А,0,0
862531047757985,153034646.5,82224166,215,11,17.03.2025 10:30:15,212,67,А,1,0
866854056402111,152954938,82137942,341,51,17.03.2025 10:30:08,220,55,А,1,0
863051064753295,152947969,82158878,342,34,17.03.2025 10:30:00,212,67,А,1,0
6972,153045632.5,82102462,217,44,17.03.2025 10:30:17,9,8,Т,1,0
168,153022904.5,82184487.6,291,0,17.03.2025 10:30:33,8,4,Тр,0,0
866854050991069,152937601,82179818.8,350,11,17.03.2025 10:29:03,36,18,А,1,0
427,152983732,82101278,318,35,17.03.2025 10:29:50,19,1,Т,0,0
749,152995988.5,82166018.8,227,15,17.03.2025 10:29:50,1,1,Тр,0,0
866854056308755,152917036,82225284.4,353,23,17.03.2025 10:29:47,236,54,А,1,0
860803061753832,153033754,82092465.2,228,7,17.03.2025 10:29:58,343,2,А,0,0
417,152939042.5,82134110,135,6,17.03.2025 10:30:29,12,7,Т,0,0
6973,152984956,82171878,342,7,17.03.2025 10:30:23,10,8,Т,1,0
863051063309339,152937635.5,82179916.4,336,0,17.03.2025 10:30:32,49,57,А,1,0
866854055283231,152921980,82178823.6,87,20,17.03.2025 10:30:33,62,8,А,1,0
866795039905144,152804620,82266036.4,156,19,17.03.2025 10:30:33,353,36,А,1,0
868184060824904,152875838.5,82204127.6,97,52,17.03.2025 10:30:23,408,51,А,0,0
863051062856280,152750104,82297858.8,438,39,17.03.2025 10:30:49,225,33,А,1,0
868184060918441,153023278,82175615.6,84,10,17.03.2025 10:30:14,419,44,А,0,0
866854050924573,152935060,82196902,166,10,17.03.2025 10:29:53,81,28р,А,1,0
863051062942205,153045610,82253908.4,247,48,17.03.2025 10:30:24,207,32,А,1,0
868204004611942,152996788,82190305.2,229,6,17.03.2025 10:30:45,63,8,А,1,0
869132073940075,153063475,82131234.8,126,8,17.03.2025 10:30:22,209,34,А,1,0
2535,152983228,82173374,75,7,17.03.2025 10:29:53,2,1,Тр,0,0
863051063176134,152997133,82172690.8,316,28,17.03.2025 10:30:38,215,6,А,1,0
415,153009836.5,82161081.2,69,20,17.03.2025 10:29:50,1,4,Т,0,0
6969,152993002,82164054,329,3,17.03.2025 10:30:29,2,4,Т,1,0
711,152976145,82106308.4,135,0,17.03.2025 10:30:12,17,6,Т,1,0
866854055283116,152988928,82166988.4,141,18,17.03.2025 10:30:33,241,37,А,1,0
832,153049706.5,82148623.6,258,7,17.03.2025 10:30:34,12,6,Тр,0,0
866854056410494,152976533.5,82184359.6,72,25,17.03.2025 10:30:31,81,28р,А,1,0
6955,152919508,82146444.4,274,12,17.03.2025 10:29:43,3,7к,Т,1,0
713,153066232,82130484.4,120,18,17.03.2025 10:28:57,15,10,Т,0,0
681,153014059,82095334,306,35,17.03.2025 10:30:11,11,7,Т,0,0
1798,153019873,82178762.8,310,23,17.03.2025 10:30:32,1,1,Тр,0,0
6904,153034463.5,82145138.8,72,3,17.03.2025 10:30:44,1,1,Тр,0,0
2600,152994661,82162961.2,129,3,17.03.2025 10:30:41,415,777,Т,1,0
6905,153009755.5,82175930.8,35,15,17.03.2025 10:30:44,9,4,Тр,0,0
866795038357313,152913946,82247322.8,4,19,17.03.2025 10:30:08,240,37,А,0,0
862531047681904,152824481.5,82283839.6,116,19,17.03.2025 10:30:48,227,39,А,0,0
866854055301900,153096548.5,82169094,359,0,17.03.2025 10:30:09,216,42,А,1,0
2305,153044053,82159639.6,352,8,17.03.2025 10:30:31,1,1,Тр,0,0
863051062822613,152931289,82185426.8,258,28,17.03.2025 10:30:40,237,54,А,1,0
863051063130164,152972923,82183270,269,4,17.03.2025 10:30:30,224,33,А,1,0
866854056531653,152937251.5,82187662,182,10,17.03.2025 10:30:46,241,37,А,1,0
2614,152996206,82162204.4,314,0,17.03.2025 10:30:11,395,5,Т,1,0
388,153067366,82129849.2,118,3,17.03.2025 10:30:42,11,7,Т,0,0
863051062711097,152960363.5,82240322.8,183,40,17.03.2025 10:30:29,215,6,А,1,0
863051062812077,152945005,82164620.4,342,33,17.03.2025 10:30:21,236,54,А,1,0
863051062756712,152826898,82282758,106,33,17.03.2025 10:30:51,217,42,А,1,0
863051064818254,152973493,82183439.6,88,3,17.03.2025 10:31:02,213,67,А,1,0
866795039906241,152974643.5,82183919.6,239,0,17.03.2025 10:31:10,27,14,А,1,0
819,153047761,82157102,246,5,17.03.2025 10:30:30,3,2,Тр,0,0
866795039969215,153018773.5,82162436.4,344,10,17.03.2025 10:30:50,208,34,А,1,0
866795037521588,152995714,82188775.6,293,5,17.03.2025 10:30:22,62,8,А,1,0
751,153047956,82152199.6,162,19,17.03.2025 10:30:38,5,3,Тр,0,0
1809,153049501,82190830,95,10,17.03.2025 10:29:49,9,4,Тр,0,0
1668,153020444.5,82158615.6,340,6,17.03.2025 10:30:39,6,3,Т,0,0
5326,152867551,82140756.4,210,1,17.03.2025 10:31:07,15,10,Т,1,0
862531042130907,153166069,82217150,184,27,17.03.2025 10:30:37,419,44,А,0,0
863051062943633,152811919,82286998,296,52,17.03.2025 10:30:40,240,37,А,1,0
866795037592399,152888551,82278164.4,51,13,17.03.2025 10:30:55,77,26,А,1,0
5867,153048562,82150614,158,11,17.03.2025 10:29:00,12,6,Тр,0,0
828,152971270,82180074.8,328,11,17.03.2025 10:30:46,1,1,Тр,0,0
863051063274152,152996423.5,82190015.6,218,3,17.03.2025 10:30:27,213,67,А,1,0
861694033745900,153016301.5,82166489.2,335,43,17.03.2025 10:30:17,344,2,А,0,0
868204004621818,153011998,82182647.6,353,15,17.03.2025 10:31:03,212,67,А,1,0
821,153050863,82190958,268,8,17.03.2025 10:31:01,8,4,Тр,0,0
312,153000451,82195022,22,5,17.03.2025 10:30:33,5,3,Т,1,0
558,153014963.5,82180642.8,26,0,17.03.2025 10:30:54,11,4а,Тр,0,0
409,153019690,82160166,340,23,17.03.2025 10:30:44,12,7,Т,0,0
294,153012091,82177756.4,215,0,17.03.2025 10:30:01,8,4,Тр,0,0
825,153008783.5,82174850.8,28,13,17.03.2025 10:30:11,5,3,Тр,0,0
5315,152962915,82120364.4,137,8,17.03.2025 10:31:05,20,1,Т,1,0
866854053037589,152999788,82194674.8,38,6,17.03.2025 10:30:52,354,52,А,0,0
6906,152948483.5,82164297.2,347,0,17.03.2025 10:30:41,2,1,Тр,0,0
863051063100076,152914106.5,82247550,16,0,17.03.2025 10:30:23,240,37,А,1,0
5328,153015455.5,82068033.2,41,10,17.03.2025 10:30:31,14,10к,Т,1,0
863051062953301,152890988.5,82281374,319,3,17.03.2025 10:31:12,82,28р,А,1,0
868204006885445,153019700.5,82074618.8,0,10,17.03.2025 10:30:47,343,2,А,0,0
868184066406607,152959172.5,82120785.2,55,3,17.03.2025 10:30:10,212,67,А,1,0
868184067963028,152930414.5,82184938.8,167,21,17.03.2025 10:30:03,217,42,А,1,0
866192039549751,153022916.5,82154660.4,160,0,17.03.2025 10:30:34,343,2,А,0,0
868184066492813,153015775,82232553.2,8,36,17.03.2025 10:30:32,62,8,А,1,0
877,153048620.5,82148361.2,118,15,17.03.2025 10:30:29,7,5,Тр,0,0
863051062756514,152881358.5,82295750,328,4,17.03.2025 10:30:41,81,28р,А,1,0
862531042815812,153018224.5,82071658.8,23,43,17.03.2025 10:30:47,220,55,А,1,0
868184060830430,153066373,82169966,269,0,17.03.2025 10:30:51,218,43,А,1,0
863051063288715,152899496.5,82252855.6,77,50,17.03.2025 10:30:59,241,37,А,1,0
869286035172720,153003575.5,82159836.4,97,24,17.03.2025 10:30:54,343,2,А,0,0
